nomenclature,code
night bite guard,1107
mouthguard (coloured) - fit,1107
mouthguard (clear) - fit,1107
Mouth Guard,1107
dual soft/hard mouthguard,1107
dual soft/hard mothguard,1107
Sports Mouthguard,1108
sports mouth guard - fit,1108
sports guard,1108
Repair And/Or Reline Of Occlusal Guard,1109
Occlusion Analysis - Mounted Case,1110
small composite restoration occlusal,1111
Occlusal Adjustment,1111
Enamel Microabrasion  ,1112
zoom! in-house tooth whitening,1113
zoom teeth whitening,1113
tooth whitening combined surgery,1113
tooth whitening combined impressions,1113
teeth whitening review 2/52,1113
phillips whitening x3 gels per pack,1113
internal whitening,1113
In Surgery Bleaching (Whitening),1113
iconwhitening,1113
icon whitening,1113
enlighten whitening - combination at home/in surgery,1113
enlighten visit 2 - tray fit/demonstration,1113
enlighten trays fit,1113
enlighten in-surgery whitening,1113
enlighten home whitening,1113
teeth whitening home kit,1114
Home Bleaching Kit (Whitening),1114
enlighten home whitening,1114
Bleaching Trays,1115
Stone/Smooth Tooth,1116
stone & smooth tooth surface,1116
tooth whitening combined impressions,1117
therapist impressions for retainer,1117
rrb impression,1117
kios impressions,1117
Impresssions,1117
impressions for tooth whitening,1117
impressions for ortho,1117
impressions,1117
impression or scan for the orthodontic treatment,1117
implant impression(s),1117
imp temp crown lab formed,1117
enlighten whitening impressions,1117
digital imps for implants post fixture placement,1117
dentosophic impression stage,1117
.IMPZ,1117
Payment Refund,1118
Discount,9975
Caries,9976
Root Filled,9977
root canal treatment,9977
root canal filling,9977
rct  - existing,9977
Reset Tooth,9978
Tooth Needs to be Extracted,9979
Missing Tooth,9980
missing tooth,9980
Drifted Right,9981
drifted right,9981
Drifted Left,9982
drifted left,9982
Closed Gap,9983
closed gap,9983
hairline fracture,9984
Fractured Tooth,9984
fractured tooth,9984
fracture,9984
Watch Tooth,9985
watch this tooth,9985
temporary bridge,9986
root treatment,9986
removal of fixed appliance,9986
pulp extirpation and dress,9986
Other Tooth Specific Treatment,9986
lingual bond up,9986
implant uncover,9986
enameloplasty,9986
drain abscess,9986
direct composite bonding,9986
composite restoration,9986
composite removal,9986
broken filling,9986
bone augmentation,9986
bonded wire retainer,9986
Opening Balance,9987
Deposit for Future Work,9988
Decay,9989
decay,9989
xray services,9990
root canal custom screen,9990
radiographic notes,9990
radiographic findings,9990
ortho notes,9990
note,9990
late cancellation fee,9990
instructions to hygienist,9990
General Note,9990
general note,9990
filling material notes,9990
extraction custom screen,9990
denture related services,9990
child exam notes,9990
bridge related services,9990
Partially Erupted Tooth,9991
partially erupted tooth,9991
Retained Root,9992
retained root,9992
Unerupted or exfoliated teeth,9993
unerupted or exfoliated teeth,9993
Arrested Caries,9994
Tooth Specific Note,9995
tooth specific note,9995
overhang,9995
impacted,9995
fixed retainer,9995
fit,9995
discoloured,9995
broken tooth,9995
Early Caries,9996
initial root canal treatment,9997
Cavity,9997
Surface Wear (Worn),9998
zo skin care,9999
WZ,9999
wisdom tongue cleaner,9999
wisdom interndental cleaning brush,9999
wire change,9999
whitening gels per pack 4 gels,9999
whitening gels per pack 3 gels,9999
vevera,9999
upgraded,9999
up front payment,9999
TWSCAN,9999
TWLANAPRESCRIPT,9999
trial smile offer,9999
trial smile,9999
treatment planning consultation,9999
treatment notes,9999
treatment coordinator consultation,9999
top up whitening syringe,9999
tooth whitening trays fit,9999
tooth whitening refills kit,9999
tooth whitening - in surgery,9999
tooth whitening,9999
tooth mousse,9999
to the practice,9999
thread lift,9999
test,9999
tepe plaque search,9999
tepe brushes x8,9999
tepe brushes x 8 all sizes,9999
temporary restoration,9999
tco orthodontic consultation,9999
tco kinga,9999
tco consultation,9999
tco - after photos and follow  up appointment,9999
surgical stent,9999
surgical services,9999
supernumary,9999
sundries: face masks,9999
specific consultation,9999
specialist ortho consult no tc.,9999
sparkling smiles package,9999
soft tissue surgery,9999
social media discount,9999
social media clients,9999
small composite restoration buccal,9999
sleepwell snoreguard fit,9999
sleepwell snoreguard,9999
skin boosters,9999
skin boosers,9999
sinust augmentation,9999
short notice cancellation fee,9999
short notice cancellation,9999
sedation,9999
RZ,9999
ruh white x2 syringes,9999
ruh white full kit,9999
routine consultation,9999
root anchor,9999
retainer srvcs,9999
restoration services,9999
remove orthodontic tad,9999
removal of outstanding debt,9999
removable retainer,9999
recement restoration,9999
question,9999
PZ,9999
prescription notes to another clinician,9999
preparation & impressions,9999
pre consultation with tco,9999
phillips sonicare diamond clean / blacl / white / pink / purple,9999
phillips easy clean,9999
philips zoom,9999
philips sonicare diamond clean head,9999
PERIOREFERRAL,9999
periodontal surgery,9999
periodontal consultation,9999
perfect peel,9999
patient in pain,9999
Other Treatment,9999
other treatment,9999
orthodontic emergency,9999
orthodontic adjusment by therapist,9999
oral cancer screening,9999
oral b satin tape,9999
opg,9999
operculectomy,9999
occlusal splint,9999
neem toothpaste,9999
MZ,9999
mouthwash,9999
miscellaneous treatment,9999
miscellaneous,9999
medication,9999
localised investigation,9999
lingual lite fee,9999
lingual debond,9999
lingual bond up full,9999
lf referral for further tx plan,9999
late payment fee,9999
late cancellation charge,9999
LANATWREFERRAL,9999
laboratory fee,9999
lab fee,9999
la used,9999
la given,9999
kois occlusion,9999
kios fit,9999
K.,9999
january 10% off,9999
iv vitamin drip,9999
iv sedation,9999
itero scan,9999
inman aligner,9999
in house prestibed,9999
implant temp cr made in chair,9999
implant impressions,9999
icon white spot removal,9999
icom,9999
hygienist notes (basic),9999
hygiene offer,9999
horley reatiner upper,9999
home whitening,9999
half price,9999
gummy smile botox correction,9999
gum contouring,9999
guided implant surgical stent,9999
gingivectomy,9999
gingival graft,9999
full case assessment,9999
fta charge,9999
"from neem tree , cash not put through",9999
free orthodontic consultation,9999
free ortho cons,9999
free of charge implant consultation,9999
free of charge cosmetic skin consultation,9999
free of charge cosmetic consultation,9999
free initial consultation,9999
free consultation,9999
fixed retainer upper,9999
fixed retainer lower,9999
finance subsidy,9999
fee for lingual braces,9999
fastbraces combo,9999
fastbraces,9999
fallow time for agp,9999
failure to attend appointment charge,9999
facial aesthetics appointment,9999
external nbg clean,9999
express fee,9999
expose & bond,9999
exam related services,9999
exam notes (trt options),9999
exam notes (reason for attendance),9999
exam notes (caries risk),9999
exam custom screen,9999
essix retainer,9999
enlighten visit 3 - in-office boost,9999
enlighten top up syringe,9999
enlighten toothpaste,9999
enlighten teeth whitening,9999
endodontic consultation,9999
enameloplasty,9999
elyzol,9999
durphat 2800,9999
duraphat5000,9999
duraphat 5000,9999
duraphat 2800,9999
discussion,9999
discretionary fee adjustment,9999
discounted treatment,9999
discount,9999
direct cosmetic mock up,9999
digital consultation notes,9999
dermaroller full course,9999
dermal roller,9999
dermal fillers: tear trough,9999
dermal fillers: lip enhancement,9999
dermal fillers: cheek enhancement,9999
dermal fillers lip enhancement,9999
dermal fillers for chin augmentation,9999
dermal fillers additional syringe,9999
dermal fillers,9999
dermal filler additional syringe,9999
deposit for treatment taken,9999
deposit,9999
deposis for mcr patients,9999
dentosophic stage 3 treatment,9999
dentosophic stage 2 treatment,9999
dentosophic stage 1 treatment,9999
dentomycin,9999
demal fillers: nose reshaping,9999
deduction of consultation fee,9999
debond,9999
d smile treatment,9999
d smile consultation,9999
CZ,9999
curacept toothpaste,9999
curacept mouthwash,9999
curacept gel,9999
ct scan,9999
crown related services,9999
crown lengthening,9999
courses with steffen decker,9999
cosmetic recontouring,9999
cosmetic consultation,9999
corsodyl toothpaste,9999
corsodyl gel,9999
conversation notes,9999
consultation with dr steffen decker,9999
consultation fee deduction,9999
consultation facial aesthetics,9999
consent,9999
composite removal,9999
complimentary consultation,9999
colgate peroxyl mwash,9999
christmas offer discount,9999
check up 15 minutes,9999
check up,9999
chat appointment,9999
charging error,9999
cfast single arch,9999
cfast both arch,9999
cerezen fit,9999
cerezen,9999
case planning and evaluation,9999
broken appointment fee,9999
botox for tmj,9999
botox,9999
bonded wire reatiner,9999
biopsy,9999
avani patient records prior to treatment,9999
appointment 1,9999
antibiotic therapy,9999
anti-wrinkle therapy 3 areas,9999
anti-wrinkle therapy 2 areas,9999
anti-wrinkle therapy 1 area,9999
anti wrinkle therapy 1 area,9999
anti biotic therapy,9999
alllocated to stock (not returned),9999
aligner change,9999
adjust occlusal,9999
account credits,9999
a mclean consultation,9999
5% discount for up front payment,9999
5% discount for payment upfront,9999
20% off birthday offer,9999
20% discretionary discount applied,9999
20 minutes fallow required,9999
15 minutes fallow required,9999
10% off for friends and family,9999
10% discount,9999
$4 syringes,9999
*Z,9999
*TCO NOTES,9999
.DZ,9999
